vx_kms,vz_kms,f_total_s2_m5,f_volume_s2_m5,f_sheet_s2_m5,crossings
-30.0,-60.0,0.0,0.0,0.0,0
-20.0,-60.0,0.0,0.0,0.0,0
-10.0,-60.0,0.0,0.0,0.0,0
0.0,-60.0,0.0,0.0,0.0,0
10.0,-60.0,0.0,0.0,0.0,0
20.0,-60.0,0.0,0.0,0.0,0
30.0,-60.0,0.0,0.0,0.0,0
40.0,-60.0,0.0,0.0,0.0,0
50.0,-60.0,0.0,0.0,0.0,0
60.0,-60.0,0.0,0.0,0.0,0
70.0,-60.0,0.0,0.0,0.0,0
80.0,-60.0,0.0,0.0,0.0,0
90.0,-60.0,0.0,0.0,0.0,0
100.0,-60.0,0.0,0.0,0.0,0
110.0,-60.0,0.0,0.0,0.0,0
120.0,-60.0,0.0,0.0,0.0,0
130.0,-60.0,0.0,0.0,0.0,0
140.0,-60.0,0.0,0.0,0.0,0
150.0,-60.0,0.0,0.0,0.0,0
160.0,-60.0,0.0,0.0,0.0,0
170.0,-60.0,0.0,0.0,0.0,0
180.0,-60.0,0.0,0.0,0.0,0
190.0,-60.0,0.0,0.0,0.0,0
200.0,-60.0,0.0,0.0,0.0,0
-200.0,-50.0,0.0,0.0,0.0,0
-190.0,-50.0,0.0,0.0,0.0,0
-180.0,-50.0,0.0,0.0,0.0,0
-170.0,-50.0,0.0,0.0,0.0,0
-160.0,-50.0,0.0,0.0,0.0,0
-150.0,-50.0,0.0,0.0,0.0,0
-140.0,-50.0,0.0,0.0,0.0,0
-130.0,-50.0,0.0,0.0,0.0,0
-120.0,-50.0,0.0,0.0,0.0,0
-110.0,-50.0,0.0,0.0,0.0,0
-100.0,-50.0,0.0,0.0,0.0,0
-90.0,-50.0,0.0,0.0,0.0,0
-80.0,-50.0,0.0,0.0,0.0,0
-70.0,-50.0,0.0,0.0,0.0,0
-60.0,-50.0,0.0,0.0,0.0,0
-50.0,-50.0,0.0,0.0,0.0,0
-40.0,-50.0,0.0,0.0,0.0,0
-30.0,-50.0,0.0,0.0,0.0,0
-20.0,-50.0,0.0,0.0,0.0,0
-10.0,-50.0,0.0,0.0,0.0,0
0.0,-50.0,0.0,0.0,0.0,0
10.0,-50.0,0.0,0.0,0.0,0
20.0,-50.0,0.0,0.0,0.0,0
30.0,-50.0,0.0,0.0,0.0,0
40.0,-50.0,0.0,0.0,0.0,0
50.0,-50.0,0.0,0.0,0.0,0
60.0,-50.0,0.0,0.0,0.0,0
70.0,-50.0,0.0,0.0,0.0,0
80.0,-50.0,0.0,0.0,0.0,0
90.0,-50.0,0.0,0.0,0.0,0
100.0,-50.0,0.0,0.0,0.0,0
110.0,-50.0,0.0,0.0,0.0,0
120.0,-50.0,0.0,0.0,0.0,0
130.0,-50.0,0.0,0.0,0.0,0
140.0,-50.0,0.0,0.0,0.0,0
150.0,-50.0,0.0,0.0,0.0,0
160.0,-50.0,0.0,0.0,0.0,0
170.0,-50.0,0.0,0.0,0.0,0
180.0,-50.0,0.0,0.0,0.0,0
190.0,-50.0,0.0,0.0,0.0,0
200.0,-50.0,0.0,0.0,0.0,0
-200.0,-40.0,0.0,0.0,0.0,0
-190.0,-40.0,0.0,0.0,0.0,0
-180.0,-40.0,0.0,0.0,0.0,0
-170.0,-40.0,0.0,0.0,0.0,0
-160.0,-40.0,0.0,0.0,0.0,0
-150.0,-40.0,0.0,0.0,0.0,0
-140.0,-40.0,0.0,0.0,0.0,0
-130.0,-40.0,0.0,0.0,0.0,0
-120.0,-40.0,0.0,0.0,0.0,0
-110.0,-40.0,0.0,0.0,0.0,0
-100.0,-40.0,0.0,0.0,0.0,0
-90.0,-40.0,0.0,0.0,0.0,0
-80.0,-40.0,0.0,0.0,0.0,0
-70.0,-40.0,0.0,0.0,0.0,0
-60.0,-40.0,0.0,0.0,0.0,0
-50.0,-40.0,0.0,0.0,0.0,0
-40.0,-40.0,0.0,0.0,0.0,0
-30.0,-40.0,0.0,0.0,0.0,0
-20.0,-40.0,0.0,0.0,0.0,0
-10.0,-40.0,0.0,0.0,0.0,0
0.0,-40.0,0.0,0.0,0.0,0
10.0,-40.0,0.0,0.0,0.0,0
20.0,-40.0,0.0,0.0,0.0,0
30.0,-40.0,0.0,0.0,0.0,0
40.0,-40.0,0.0,0.0,0.0,0
50.0,-40.0,0.0,0.0,0.0,0
60.0,-40.0,0.0,0.0,0.0,0
70.0,-40.0,0.0,0.0,0.0,0
80.0,-40.0,0.0,0.0,0.0,0
90.0,-40.0,0.0,0.0,0.0,0
100.0,-40.0,0.0,0.0,0.0,0
110.0,-40.0,0.0,0.0,0.0,0
120.0,-40.0,0.0,0.0,0.0,0
130.0,-40.0,0.0,0.0,0.0,0
140.0,-40.0,0.0,0.0,0.0,0
150.0,-40.0,0.0,0.0,0.0,0
160.0,-40.0,0.0,0.0,0.0,0
170.0,-40.0,0.0,0.0,0.0,0
180.0,-40.0,0.0,0.0,0.0,0
190.0,-40.0,0.0,0.0,0.0,0
200.0,-40.0,0.0,0.0,0.0,0
-200.0,-30.0,0.0,0.0,0.0,0
-190.0,-30.0,0.0,0.0,0.0,0
-180.0,-30.0,0.0,0.0,0.0,0
-170.0,-30.0,0.0,0.0,0.0,0
-160.0,-30.0,0.0,0.0,0.0,0
-150.0,-30.0,0.0,0.0,0.0,0
-140.0,-30.0,0.0,0.0,0.0,0
-130.0,-30.0,0.0,0.0,0.0,0
-120.0,-30.0,0.0,0.0,0.0,0
-110.0,-30.0,0.0,0.0,0.0,0
-100.0,-30.0,0.0,0.0,0.0,0
-90.0,-30.0,0.0,0.0,0.0,0
-80.0,-30.0,0.0,0.0,0.0,0
-70.0,-30.0,0.0,0.0,0.0,0
-60.0,-30.0,0.0,0.0,0.0,0
-50.0,-30.0,0.0,0.0,0.0,0
-40.0,-30.0,0.0,0.0,0.0,0
-30.0,-30.0,0.0,0.0,0.0,0
-20.0,-30.0,0.0,0.0,0.0,0
-10.0,-30.0,0.0,0.0,0.0,0
0.0,-30.0,0.0,0.0,0.0,0
10.0,-30.0,0.0,0.0,0.0,0
20.0,-30.0,0.0,0.0,0.0,0
30.0,-30.0,0.0,0.0,0.0,0
40.0,-30.0,0.0,0.0,0.0,0
50.0,-30.0,0.0,0.0,0.0,0
60.0,-30.0,0.0,0.0,0.0,0
70.0,-30.0,0.0,0.0,0.0,0
80.0,-30.0,0.0,0.0,0.0,0
90.0,-30.0,0.0,0.0,0.0,0
100.0,-30.0,0.0,0.0,0.0,0
110.0,-30.0,0.0,0.0,0.0,0
120.0,-30.0,0.0,0.0,0.0,0
130.0,-30.0,0.0,0.0,0.0,0
140.0,-30.0,0.0,0.0,0.0,0
150.0,-30.0,0.0,0.0,0.0,0
160.0,-30.0,0.0,0.0,0.0,0
170.0,-30.0,0.0,0.0,0.0,0
180.0,-30.0,0.0,0.0,0.0,0
190.0,-30.0,0.0,0.0,0.0,0
200.0,-30.0,0.0,0.0,0.0,0
-200.0,-20.0,0.0,0.0,0.0,0
-190.0,-20.0,0.0,0.0,0.0,0
-180.0,-20.0,0.0,0.0,0.0,0
-170.0,-20.0,0.0,0.0,0.0,0
-160.0,-20.0,0.0,0.0,0.0,0
-150.0,-20.0,0.0,0.0,0.0,0
-140.0,-20.0,0.0,0.0,0.0,0
-130.0,-20.0,0.0,0.0,0.0,0
-120.0,-20.0,0.0,0.0,0.0,0
-110.0,-20.0,0.0,0.0,0.0,0
-100.0,-20.0,0.0,0.0,0.0,0
-90.0,-20.0,0.0,0.0,0.0,0
-80.0,-20.0,0.0,0.0,0.0,0
-70.0,-20.0,0.0,0.0,0.0,0
-60.0,-20.0,0.0,0.0,0.0,0
-50.0,-20.0,0.0,0.0,0.0,0
-40.0,-20.0,0.0,0.0,0.0,0
-30.0,-20.0,0.0,0.0,0.0,0
-20.0,-20.0,0.0,0.0,0.0,0
-10.0,-20.0,0.0,0.0,0.0,0
0.0,-20.0,0.0,0.0,0.0,0
10.0,-20.0,0.0,0.0,0.0,0
20.0,-20.0,0.0,0.0,0.0,0
30.0,-20.0,0.0,0.0,0.0,0
40.0,-20.0,0.0,0.0,0.0,0
50.0,-20.0,0.0,0.0,0.0,0
60.0,-20.0,0.0,0.0,0.0,0
70.0,-20.0,0.0,0.0,0.0,0
80.0,-20.0,0.0,0.0,0.0,0
90.0,-20.0,0.0,0.0,0.0,0
100.0,-20.0,0.0,0.0,0.0,0
110.0,-20.0,0.0,0.0,0.0,0
120.0,-20.0,0.0,0.0,0.0,0
130.0,-20.0,0.0,0.0,0.0,0
140.0,-20.0,0.0,0.0,0.0,0
150.0,-20.0,0.0,0.0,0.0,0
160.0,-20.0,0.0,0.0,0.0,0
170.0,-20.0,0.0,0.0,0.0,0
180.0,-20.0,0.0,0.0,0.0,0
190.0,-20.0,0.0,0.0,0.0,0
200.0,-20.0,0.0,0.0,0.0,0
-200.0,-10.0,0.0,0.0,0.0,0
-190.0,-10.0,0.0,0.0,0.0,0
-180.0,-10.0,0.0,0.0,0.0,0
-170.0,-10.0,0.0,0.0,0.0,0
-160.0,-10.0,0.0,0.0,0.0,0
-150.0,-10.0,0.0,0.0,0.0,0
-140.0,-10.0,0.0,0.0,0.0,0
-130.0,-10.0,0.0,0.0,0.0,0
-120.0,-10.0,0.0,0.0,0.0,0
-110.0,-10.0,0.0,0.0,0.0,0
-100.0,-10.0,0.0,0.0,0.0,0
-90.0,-10.0,0.0,0.0,0.0,0
-80.0,-10.0,0.0,0.0,0.0,0
-70.0,-10.0,0.0,0.0,0.0,0
-60.0,-10.0,0.0,0.0,0.0,0
-50.0,-10.0,0.0,0.0,0.0,0
-40.0,-10.0,0.0,0.0,0.0,0
-30.0,-10.0,0.0,0.0,0.0,0
-20.0,-10.0,0.0,0.0,0.0,0
-10.0,-10.0,0.0,0.0,0.0,0
0.0,-10.0,5.51281135191511e-257,5.51281135191511e-257,0.0,0
10.0,-10.0,0.0,0.0,0.0,0
20.0,-10.0,0.0,0.0,0.0,0
30.0,-10.0,0.0,0.0,0.0,0
40.0,-10.0,0.0,0.0,0.0,0
50.0,-10.0,0.0,0.0,0.0,0
60.0,-10.0,0.0,0.0,0.0,0
70.0,-10.0,0.0,0.0,0.0,0
80.0,-10.0,0.0,0.0,0.0,0
90.0,-10.0,0.0,0.0,0.0,0
100.0,-10.0,0.0,0.0,0.0,0
110.0,-10.0,0.0,0.0,0.0,0
120.0,-10.0,0.0,0.0,0.0,0
130.0,-10.0,0.0,0.0,0.0,0
140.0,-10.0,0.0,0.0,0.0,0
150.0,-10.0,0.0,0.0,0.0,0
160.0,-10.0,0.0,0.0,0.0,0
170.0,-10.0,0.0,0.0,0.0,0
180.0,-10.0,0.0,0.0,0.0,0
190.0,-10.0,0.0,0.0,0.0,0
200.0,-10.0,0.0,0.0,0.0,0
-200.0,0.0,0.0,0.0,0.0,0
-190.0,0.0,0.0,0.0,0.0,0
-180.0,0.0,0.0,0.0,0.0,0
-170.0,0.0,0.0,0.0,0.0,0
-160.0,0.0,0.0,0.0,0.0,0
-150.0,0.0,0.0,0.0,0.0,0
-140.0,0.0,0.0,0.0,0.0,0
-130.0,0.0,0.0,0.0,0.0,0
-120.0,0.0,0.0,0.0,0.0,0
-110.0,0.0,0.0,0.0,0.0,0
-100.0,0.0,0.0,0.0,0.0,0
-90.0,0.0,0.0,0.0,0.0,0
-80.0,0.0,0.0,0.0,0.0,0
-70.0,0.0,0.0,0.0,0.0,0
-60.0,0.0,0.0,0.0,0.0,0
-50.0,0.0,0.0,0.0,0.0,0
-40.0,0.0,0.0,0.0,0.0,0
-30.0,0.0,0.0,0.0,0.0,0
-20.0,0.0,0.0,0.0,0.0,0
-10.0,0.0,5.51281135191511e-257,5.51281135191511e-257,0.0,0
0.0,0.0,5.877047433134256e-10,5.877047433134256e-10,0.0,0
10.0,0.0,1.503107305171083e-219,1.503107305171083e-219,0.0,0
20.0,0.0,0.0,0.0,0.0,0
30.0,0.0,0.0,0.0,0.0,0
40.0,0.0,0.0,0.0,0.0,0
50.0,0.0,0.0,0.0,0.0,0
60.0,0.0,0.0,0.0,0.0,0
70.0,0.0,0.0,0.0,0.0,0
80.0,0.0,0.0,0.0,0.0,0
90.0,0.0,0.0,0.0,0.0,0
100.0,0.0,0.0,0.0,0.0,0
110.0,0.0,0.0,0.0,0.0,0
120.0,0.0,0.0,0.0,0.0,0
130.0,0.0,0.0,0.0,0.0,0
140.0,0.0,0.0,0.0,0.0,0
150.0,0.0,0.0,0.0,0.0,0
160.0,0.0,0.0,0.0,0.0,0
170.0,0.0,0.0,0.0,0.0,0
180.0,0.0,0.0,0.0,0.0,0
190.0,0.0,0.0,0.0,0.0,0
200.0,0.0,0.0,0.0,0.0,0
-200.0,10.0,0.0,0.0,0.0,0
-190.0,10.0,0.0,0.0,0.0,0
-180.0,10.0,0.0,0.0,0.0,0
-170.0,10.0,0.0,0.0,0.0,0
-160.0,10.0,0.0,0.0,0.0,0
-150.0,10.0,0.0,0.0,0.0,0
-140.0,10.0,0.0,0.0,0.0,0
-130.0,10.0,0.0,0.0,0.0,0
-120.0,10.0,0.0,0.0,0.0,0
-110.0,10.0,0.0,0.0,0.0,0
-100.0,10.0,0.0,0.0,0.0,0
-90.0,10.0,0.0,0.0,0.0,0
-80.0,10.0,0.0,0.0,0.0,0
-70.0,10.0,0.0,0.0,0.0,0
-60.0,10.0,0.0,0.0,0.0,0
-50.0,10.0,0.0,0.0,0.0,0
-40.0,10.0,0.0,0.0,0.0,0
-30.0,10.0,0.0,0.0,0.0,0
-20.0,10.0,0.0,0.0,0.0,0
-10.0,10.0,0.0,0.0,0.0,0
0.0,10.0,1.014110365632481e-56,1.014110365632481e-56,0.0,0
10.0,10.0,8.074549784660897e-69,8.074549784660897e-69,0.0,0
20.0,10.0,0.0,0.0,0.0,0
30.0,10.0,0.0,0.0,0.0,0
40.0,10.0,0.0,0.0,0.0,0
50.0,10.0,0.0,0.0,0.0,0
60.0,10.0,0.0,0.0,0.0,0
70.0,10.0,0.0,0.0,0.0,0
80.0,10.0,0.0,0.0,0.0,0
90.0,10.0,0.0,0.0,0.0,0
100.0,10.0,0.0,0.0,0.0,0
110.0,10.0,0.0,0.0,0.0,0
120.0,10.0,0.0,0.0,0.0,0
130.0,10.0,0.0,0.0,0.0,0
140.0,10.0,0.0,0.0,0.0,0
150.0,10.0,0.0,0.0,0.0,0
160.0,10.0,0.0,0.0,0.0,0
170.0,10.0,0.0,0.0,0.0,0
180.0,10.0,0.0,0.0,0.0,0
190.0,10.0,0.0,0.0,0.0,0
200.0,10.0,0.0,0.0,0.0,0
-200.0,20.0,0.0,0.0,0.0,0
-190.0,20.0,0.0,0.0,0.0,0
-180.0,20.0,0.0,0.0,0.0,0
-170.0,20.0,0.0,0.0,0.0,0
-160.0,20.0,0.0,0.0,0.0,0
-150.0,20.0,0.0,0.0,0.0,0
-140.0,20.0,0.0,0.0,0.0,0
-130.0,20.0,0.0,0.0,0.0,0
-120.0,20.0,0.0,0.0,0.0,0
-110.0,20.0,0.0,0.0,0.0,0
-100.0,20.0,0.0,0.0,0.0,0
-90.0,20.0,0.0,0.0,0.0,0
-80.0,20.0,0.0,0.0,0.0,0
-70.0,20.0,0.0,0.0,0.0,0
-60.0,20.0,0.0,0.0,0.0,0
-50.0,20.0,0.0,0.0,0.0,0
-40.0,20.0,0.0,0.0,0.0,0
-30.0,20.0,0.0,0.0,0.0,0
-20.0,20.0,0.0,0.0,0.0,0
-10.0,20.0,0.0,0.0,0.0,0
0.0,20.0,5.931330581432715e-185,5.931330581432715e-185,0.0,0
10.0,20.0,7.473593708916415e-12,7.473593708916415e-12,0.0,0
20.0,20.0,2.9011475437109647e-282,2.9011475437109647e-282,0.0,0
30.0,20.0,0.0,0.0,0.0,0
40.0,20.0,0.0,0.0,0.0,0
50.0,20.0,0.0,0.0,0.0,0
60.0,20.0,0.0,0.0,0.0,0
70.0,20.0,0.0,0.0,0.0,0
80.0,20.0,0.0,0.0,0.0,0
90.0,20.0,0.0,0.0,0.0,0
100.0,20.0,0.0,0.0,0.0,0
110.0,20.0,0.0,0.0,0.0,0
120.0,20.0,0.0,0.0,0.0,0
130.0,20.0,0.0,0.0,0.0,0
140.0,20.0,0.0,0.0,0.0,0
150.0,20.0,0.0,0.0,0.0,0
160.0,20.0,0.0,0.0,0.0,0
170.0,20.0,0.0,0.0,0.0,0
180.0,20.0,0.0,0.0,0.0,0
190.0,20.0,0.0,0.0,0.0,0
200.0,20.0,0.0,0.0,0.0,0
-200.0,30.0,0.0,0.0,0.0,0
-190.0,30.0,0.0,0.0,0.0,0
-180.0,30.0,0.0,0.0,0.0,0
-170.0,30.0,0.0,0.0,0.0,0
-160.0,30.0,0.0,0.0,0.0,0
-150.0,30.0,0.0,0.0,0.0,0
-140.0,30.0,0.0,0.0,0.0,0
-130.0,30.0,0.0,0.0,0.0,0
-120.0,30.0,0.0,0.0,0.0,0
-110.0,30.0,0.0,0.0,0.0,0
-100.0,30.0,0.0,0.0,0.0,0
-90.0,30.0,0.0,0.0,0.0,0
-80.0,30.0,0.0,0.0,0.0,0
-70.0,30.0,0.0,0.0,0.0,0
-60.0,30.0,0.0,0.0,0.0,0
-50.0,30.0,0.0,0.0,0.0,0
-40.0,30.0,0.0,0.0,0.0,0
-30.0,30.0,0.0,0.0,0.0,0
-20.0,30.0,0.0,0.0,0.0,0
-10.0,30.0,0.0,0.0,0.0,0
0.0,30.0,0.0,0.0,0.0,0
10.0,30.0,3.003212744684611e-29,3.003212744684611e-29,0.0,0
20.0,30.0,3.066214920574735e-131,3.066214920574735e-131,0.0,0
30.0,30.0,0.0,0.0,0.0,0
40.0,30.0,0.0,0.0,0.0,0
50.0,30.0,0.0,0.0,0.0,0
60.0,30.0,0.0,0.0,0.0,0
70.0,30.0,0.0,0.0,0.0,0
80.0,30.0,0.0,0.0,0.0,0
90.0,30.0,0.0,0.0,0.0,0
100.0,30.0,0.0,0.0,0.0,0
110.0,30.0,0.0,0.0,0.0,0
120.0,30.0,0.0,0.0,0.0,0
130.0,30.0,0.0,0.0,0.0,0
140.0,30.0,0.0,0.0,0.0,0
150.0,30.0,0.0,0.0,0.0,0
160.0,30.0,0.0,0.0,0.0,0
170.0,30.0,0.0,0.0,0.0,0
180.0,30.0,0.0,0.0,0.0,0
190.0,30.0,0.0,0.0,0.0,0
200.0,30.0,0.0,0.0,0.0,0
-200.0,40.0,0.0,0.0,0.0,0
-190.0,40.0,0.0,0.0,0.0,0
-180.0,40.0,0.0,0.0,0.0,0
-170.0,40.0,0.0,0.0,0.0,0
-160.0,40.0,0.0,0.0,0.0,0
-150.0,40.0,0.0,0.0,0.0,0
-140.0,40.0,0.0,0.0,0.0,0
-130.0,40.0,0.0,0.0,0.0,0
-120.0,40.0,0.0,0.0,0.0,0
-110.0,40.0,0.0,0.0,0.0,0
-100.0,40.0,0.0,0.0,0.0,0
-90.0,40.0,0.0,0.0,0.0,0
-80.0,40.0,0.0,0.0,0.0,0
-70.0,40.0,0.0,0.0,0.0,0
-60.0,40.0,0.0,0.0,0.0,0
-50.0,40.0,0.0,0.0,0.0,0
-40.0,40.0,0.0,0.0,0.0,0
-30.0,40.0,0.0,0.0,0.0,0
-20.0,40.0,0.0,0.0,0.0,0
-10.0,40.0,0.0,0.0,0.0,0
0.0,40.0,0.0,0.0,0.0,0
10.0,40.0,1.0260365729282084e-103,1.0260365729282084e-103,0.0,0
20.0,40.0,4.7201266147703284e-46,4.7201266147703284e-46,0.0,0
30.0,40.0,0.0,0.0,0.0,0
40.0,40.0,0.0,0.0,0.0,0
50.0,40.0,0.0,0.0,0.0,0
60.0,40.0,0.0,0.0,0.0,0
70.0,40.0,0.0,0.0,0.0,0
80.0,40.0,0.0,0.0,0.0,0
90.0,40.0,0.0,0.0,0.0,0
100.0,40.0,0.0,0.0,0.0,0
110.0,40.0,0.0,0.0,0.0,0
120.0,40.0,0.0,0.0,0.0,0
130.0,40.0,0.0,0.0,0.0,0
140.0,40.0,0.0,0.0,0.0,0
150.0,40.0,0.0,0.0,0.0,0
160.0,40.0,0.0,0.0,0.0,0
170.0,40.0,0.0,0.0,0.0,0
180.0,40.0,0.0,0.0,0.0,0
190.0,40.0,0.0,0.0,0.0,0
200.0,40.0,0.0,0.0,0.0,0
-200.0,50.0,0.0,0.0,0.0,0
-190.0,50.0,0.0,0.0,0.0,0
-180.0,50.0,0.0,0.0,0.0,0
-170.0,50.0,0.0,0.0,0.0,0
-160.0,50.0,0.0,0.0,0.0,0
-150.0,50.0,0.0,0.0,0.0,0
-140.0,50.0,0.0,0.0,0.0,0
-130.0,50.0,0.0,0.0,0.0,0
-120.0,50.0,0.0,0.0,0.0,0
-110.0,50.0,0.0,0.0,0.0,0
-100.0,50.0,0.0,0.0,0.0,0
-90.0,50.0,0.0,0.0,0.0,0
-80.0,50.0,0.0,0.0,0.0,0
-70.0,50.0,0.0,0.0,0.0,0
-60.0,50.0,0.0,0.0,0.0,0
-50.0,50.0,0.0,0.0,0.0,0
-40.0,50.0,0.0,0.0,0.0,0
-30.0,50.0,0.0,0.0,0.0,0
-20.0,50.0,0.0,0.0,0.0,0
-10.0,50.0,0.0,0.0,0.0,0
0.0,50.0,0.0,0.0,0.0,0
10.0,50.0,1.3507138423853036e-227,1.3507138423853036e-227,0.0,0
20.0,50.0,1.6419953464179608e-11,1.6419953464179608e-11,0.0,0
30.0,50.0,6.463999183e-314,6.463999183e-314,0.0,0
40.0,50.0,0.0,0.0,0.0,0
50.0,50.0,0.0,0.0,0.0,0
60.0,50.0,0.0,0.0,0.0,0
70.0,50.0,0.0,0.0,0.0,0
80.0,50.0,0.0,0.0,0.0,0
90.0,50.0,0.0,0.0,0.0,0
100.0,50.0,0.0,0.0,0.0,0
110.0,50.0,0.0,0.0,0.0,0
120.0,50.0,0.0,0.0,0.0,0
130.0,50.0,0.0,0.0,0.0,0
140.0,50.0,0.0,0.0,0.0,0
150.0,50.0,0.0,0.0,0.0,0
160.0,50.0,0.0,0.0,0.0,0
170.0,50.0,0.0,0.0,0.0,0
180.0,50.0,0.0,0.0,0.0,0
190.0,50.0,0.0,0.0,0.0,0
200.0,50.0,0.0,0.0,0.0,0
-200.0,60.0,0.0,0.0,0.0,0
-190.0,60.0,0.0,0.0,0.0,0
-180.0,60.0,0.0,0.0,0.0,0
-170.0,60.0,0.0,0.0,0.0,0
-160.0,60.0,0.0,0.0,0.0,0
-150.0,60.0,0.0,0.0,0.0,0
-140.0,60.0,0.0,0.0,0.0,0
-130.0,60.0,0.0,0.0,0.0,0
-120.0,60.0,0.0,0.0,0.0,0
-110.0,60.0,0.0,0.0,0.0,0
-100.0,60.0,0.0,0.0,0.0,0
-90.0,60.0,0.0,0.0,0.0,0
-80.0,60.0,0.0,0.0,0.0,0
-70.0,60.0,0.0,0.0,0.0,0
-60.0,60.0,0.0,0.0,0.0,0
-50.0,60.0,0.0,0.0,0.0,0
-40.0,60.0,0.0,0.0,0.0,0
-30.0,60.0,0.0,0.0,0.0,0
-20.0,60.0,0.0,0.0,0.0,0
-10.0,60.0,0.0,0.0,0.0,0
0.0,60.0,0.0,0.0,0.0,0
10.0,60.0,0.0,0.0,0.0,0
20.0,60.0,7.956237887997071e-19,7.956237887997071e-19,0.0,0
30.0,60.0,1.7704792036950246e-194,1.7704792036950246e-194,0.0,0
40.0,60.0,0.0,0.0,0.0,0
50.0,60.0,0.0,0.0,0.0,0
60.0,60.0,0.0,0.0,0.0,0
70.0,60.0,0.0,0.0,0.0,0
80.0,60.0,0.0,0.0,0.0,0
90.0,60.0,0.0,0.0,0.0,0
100.0,60.0,0.0,0.0,0.0,0
110.0,60.0,0.0,0.0,0.0,0
120.0,60.0,0.0,0.0,0.0,0
130.0,60.0,0.0,0.0,0.0,0
140.0,60.0,0.0,0.0,0.0,0
150.0,60.0,0.0,0.0,0.0,0
160.0,60.0,0.0,0.0,0.0,0
170.0,60.0,0.0,0.0,0.0,0
180.0,60.0,0.0,0.0,0.0,0
190.0,60.0,0.0,0.0,0.0,0
200.0,60.0,0.0,0.0,0.0,0
-200.0,70.0,0.0,0.0,0.0,0
-190.0,70.0,0.0,0.0,0.0,0
-180.0,70.0,0.0,0.0,0.0,0
-170.0,70.0,0.0,0.0,0.0,0
-160.0,70.0,0.0,0.0,0.0,0
-150.0,70.0,0.0,0.0,0.0,0
-140.0,70.0,0.0,0.0,0.0,0
-130.0,70.0,0.0,0.0,0.0,0
-120.0,70.0,0.0,0.0,0.0,0
-110.0,70.0,0.0,0.0,0.0,0
-100.0,70.0,0.0,0.0,0.0,0
-90.0,70.0,0.0,0.0,0.0,0
-80.0,70.0,0.0,0.0,0.0,0
-70.0,70.0,0.0,0.0,0.0,0
-60.0,70.0,0.0,0.0,0.0,0
-50.0,70.0,0.0,0.0,0.0,0
-40.0,70.0,0.0,0.0,0.0,0
-30.0,70.0,0.0,0.0,0.0,0
-20.0,70.0,0.0,0.0,0.0,0
-10.0,70.0,0.0,0.0,0.0,0
0.0,70.0,0.0,0.0,0.0,0
10.0,70.0,0.0,0.0,0.0,0
20.0,70.0,3.694259697758685e-53,3.694259697758685e-53,0.0,0
30.0,70.0,1.7509964405629516e-117,1.7509964405629516e-117,0.0,0
40.0,70.0,0.0,0.0,0.0,0
50.0,70.0,0.0,0.0,0.0,0
60.0,70.0,0.0,0.0,0.0,0
70.0,70.0,0.0,0.0,0.0,0
80.0,70.0,0.0,0.0,0.0,0
90.0,70.0,0.0,0.0,0.0,0
100.0,70.0,0.0,0.0,0.0,0
110.0,70.0,0.0,0.0,0.0,0
120.0,70.0,0.0,0.0,0.0,0
130.0,70.0,0.0,0.0,0.0,0
140.0,70.0,0.0,0.0,0.0,0
150.0,70.0,0.0,0.0,0.0,0
160.0,70.0,0.0,0.0,0.0,0
170.0,70.0,0.0,0.0,0.0,0
180.0,70.0,0.0,0.0,0.0,0
190.0,70.0,0.0,0.0,0.0,0
200.0,70.0,0.0,0.0,0.0,0
-200.0,80.0,0.0,0.0,0.0,0
-190.0,80.0,0.0,0.0,0.0,0
-180.0,80.0,0.0,0.0,0.0,0
-170.0,80.0,0.0,0.0,0.0,0
-160.0,80.0,0.0,0.0,0.0,0
-150.0,80.0,0.0,0.0,0.0,0
-140.0,80.0,0.0,0.0,0.0,0
-130.0,80.0,0.0,0.0,0.0,0
-120.0,80.0,0.0,0.0,0.0,0
-110.0,80.0,0.0,0.0,0.0,0
-100.0,80.0,0.0,0.0,0.0,0
-90.0,80.0,0.0,0.0,0.0,0
-80.0,80.0,0.0,0.0,0.0,0
-70.0,80.0,0.0,0.0,0.0,0
-60.0,80.0,0.0,0.0,0.0,0
-50.0,80.0,0.0,0.0,0.0,0
-40.0,80.0,0.0,0.0,0.0,0
-30.0,80.0,0.0,0.0,0.0,0
-20.0,80.0,0.0,0.0,0.0,0
-10.0,80.0,0.0,0.0,0.0,0
0.0,80.0,0.0,0.0,0.0,0
10.0,80.0,0.0,0.0,0.0,0
20.0,80.0,2.4380065643181085e-95,2.4380065643181085e-95,0.0,0
30.0,80.0,4.2860564307560314e-73,4.2860564307560314e-73,0.0,0
40.0,80.0,0.0,0.0,0.0,0
50.0,80.0,0.0,0.0,0.0,0
60.0,80.0,0.0,0.0,0.0,0
70.0,80.0,0.0,0.0,0.0,0
80.0,80.0,0.0,0.0,0.0,0
90.0,80.0,0.0,0.0,0.0,0
100.0,80.0,0.0,0.0,0.0,0
110.0,80.0,0.0,0.0,0.0,0
120.0,80.0,0.0,0.0,0.0,0
130.0,80.0,0.0,0.0,0.0,0
140.0,80.0,0.0,0.0,0.0,0
150.0,80.0,0.0,0.0,0.0,0
160.0,80.0,0.0,0.0,0.0,0
170.0,80.0,0.0,0.0,0.0,0
180.0,80.0,0.0,0.0,0.0,0
