vx_kms,vz_kms,f_s2_m5,total_eV,conv_eV,hall_eV
-70.0,-70.0,0.0,NaN,NaN,NaN
-60.0,-70.0,0.0,NaN,NaN,NaN
-50.0,-70.0,0.0,NaN,NaN,NaN
-40.0,-70.0,0.0,NaN,NaN,NaN
-30.0,-70.0,0.0,NaN,NaN,NaN
-20.0,-70.0,0.0,NaN,NaN,NaN
-10.0,-70.0,0.0,NaN,NaN,NaN
0.0,-70.0,0.0,NaN,NaN,NaN
10.0,-70.0,0.0,NaN,NaN,NaN
20.0,-70.0,0.0,NaN,NaN,NaN
30.0,-70.0,0.0,NaN,NaN,NaN
40.0,-70.0,0.0,NaN,NaN,NaN
50.0,-70.0,0.0,NaN,NaN,NaN
60.0,-70.0,0.0,NaN,NaN,NaN
70.0,-70.0,0.0,NaN,NaN,NaN
80.0,-70.0,0.0,NaN,NaN,NaN
90.0,-70.0,0.0,NaN,NaN,NaN
100.0,-70.0,0.0,NaN,NaN,NaN
110.0,-70.0,0.0,NaN,NaN,NaN
120.0,-70.0,0.0,NaN,NaN,NaN
130.0,-70.0,0.0,NaN,NaN,NaN
140.0,-70.0,0.0,NaN,NaN,NaN
150.0,-70.0,0.0,NaN,NaN,NaN
160.0,-70.0,0.0,NaN,NaN,NaN
170.0,-70.0,0.0,NaN,NaN,NaN
180.0,-70.0,0.0,NaN,NaN,NaN
190.0,-70.0,0.0,NaN,NaN,NaN
200.0,-70.0,0.0,NaN,NaN,NaN
-200.0,-60.0,0.0,NaN,NaN,NaN
-190.0,-60.0,0.0,NaN,NaN,NaN
-180.0,-60.0,0.0,NaN,NaN,NaN
-170.0,-60.0,0.0,NaN,NaN,NaN
-160.0,-60.0,0.0,NaN,NaN,NaN
-150.0,-60.0,0.0,NaN,NaN,NaN
-140.0,-60.0,0.0,NaN,NaN,NaN
-130.0,-60.0,0.0,NaN,NaN,NaN
-120.0,-60.0,0.0,NaN,NaN,NaN
-110.0,-60.0,0.0,NaN,NaN,NaN
-100.0,-60.0,0.0,NaN,NaN,NaN
-90.0,-60.0,0.0,NaN,NaN,NaN
-80.0,-60.0,0.0,NaN,NaN,NaN
-70.0,-60.0,0.0,NaN,NaN,NaN
-60.0,-60.0,0.0,NaN,NaN,NaN
-50.0,-60.0,0.0,NaN,NaN,NaN
-40.0,-60.0,0.0,NaN,NaN,NaN
-30.0,-60.0,0.0,NaN,NaN,NaN
-20.0,-60.0,0.0,NaN,NaN,NaN
-10.0,-60.0,0.0,NaN,NaN,NaN
0.0,-60.0,0.0,NaN,NaN,NaN
10.0,-60.0,0.0,NaN,NaN,NaN
20.0,-60.0,0.0,NaN,NaN,NaN
30.0,-60.0,0.0,NaN,NaN,NaN
40.0,-60.0,0.0,NaN,NaN,NaN
50.0,-60.0,0.0,NaN,NaN,NaN
60.0,-60.0,0.0,NaN,NaN,NaN
70.0,-60.0,0.0,NaN,NaN,NaN
80.0,-60.0,0.0,NaN,NaN,NaN
90.0,-60.0,0.0,NaN,NaN,NaN
100.0,-60.0,0.0,NaN,NaN,NaN
110.0,-60.0,0.0,NaN,NaN,NaN
120.0,-60.0,0.0,NaN,NaN,NaN
130.0,-60.0,0.0,NaN,NaN,NaN
140.0,-60.0,0.0,NaN,NaN,NaN
150.0,-60.0,0.0,NaN,NaN,NaN
160.0,-60.0,0.0,NaN,NaN,NaN
170.0,-60.0,0.0,NaN,NaN,NaN
180.0,-60.0,0.0,NaN,NaN,NaN
190.0,-60.0,0.0,NaN,NaN,NaN
200.0,-60.0,0.0,NaN,NaN,NaN
-200.0,-50.0,0.0,NaN,NaN,NaN
-190.0,-50.0,0.0,NaN,NaN,NaN
-180.0,-50.0,0.0,NaN,NaN,NaN
-170.0,-50.0,0.0,NaN,NaN,NaN
-160.0,-50.0,0.0,NaN,NaN,NaN
-150.0,-50.0,0.0,NaN,NaN,NaN
-140.0,-50.0,0.0,NaN,NaN,NaN
-130.0,-50.0,0.0,NaN,NaN,NaN
-120.0,-50.0,0.0,NaN,NaN,NaN
-110.0,-50.0,0.0,NaN,NaN,NaN
-100.0,-50.0,0.0,NaN,NaN,NaN
-90.0,-50.0,0.0,NaN,NaN,NaN
-80.0,-50.0,0.0,NaN,NaN,NaN
-70.0,-50.0,0.0,NaN,NaN,NaN
-60.0,-50.0,0.0,NaN,NaN,NaN
-50.0,-50.0,0.0,NaN,NaN,NaN
-40.0,-50.0,0.0,NaN,NaN,NaN
-30.0,-50.0,0.0,NaN,NaN,NaN
-20.0,-50.0,0.0,NaN,NaN,NaN
-10.0,-50.0,0.0,NaN,NaN,NaN
0.0,-50.0,0.0,NaN,NaN,NaN
10.0,-50.0,0.0,NaN,NaN,NaN
20.0,-50.0,0.0,NaN,NaN,NaN
30.0,-50.0,0.0,NaN,NaN,NaN
40.0,-50.0,0.0,NaN,NaN,NaN
50.0,-50.0,0.0,NaN,NaN,NaN
60.0,-50.0,0.0,NaN,NaN,NaN
70.0,-50.0,0.0,NaN,NaN,NaN
80.0,-50.0,0.0,NaN,NaN,NaN
90.0,-50.0,0.0,NaN,NaN,NaN
100.0,-50.0,0.0,NaN,NaN,NaN
110.0,-50.0,0.0,NaN,NaN,NaN
120.0,-50.0,0.0,NaN,NaN,NaN
130.0,-50.0,0.0,NaN,NaN,NaN
140.0,-50.0,0.0,NaN,NaN,NaN
150.0,-50.0,0.0,NaN,NaN,NaN
160.0,-50.0,0.0,NaN,NaN,NaN
170.0,-50.0,0.0,NaN,NaN,NaN
180.0,-50.0,0.0,NaN,NaN,NaN
190.0,-50.0,0.0,NaN,NaN,NaN
200.0,-50.0,0.0,NaN,NaN,NaN
-200.0,-40.0,0.0,NaN,NaN,NaN
-190.0,-40.0,0.0,NaN,NaN,NaN
-180.0,-40.0,0.0,NaN,NaN,NaN
-170.0,-40.0,0.0,NaN,NaN,NaN
-160.0,-40.0,0.0,NaN,NaN,NaN
-150.0,-40.0,0.0,NaN,NaN,NaN
-140.0,-40.0,0.0,NaN,NaN,NaN
-130.0,-40.0,0.0,NaN,NaN,NaN
-120.0,-40.0,0.0,NaN,NaN,NaN
-110.0,-40.0,0.0,NaN,NaN,NaN
-100.0,-40.0,0.0,NaN,NaN,NaN
-90.0,-40.0,0.0,NaN,NaN,NaN
-80.0,-40.0,0.0,NaN,NaN,NaN
-70.0,-40.0,0.0,NaN,NaN,NaN
-60.0,-40.0,0.0,NaN,NaN,NaN
-50.0,-40.0,0.0,NaN,NaN,NaN
-40.0,-40.0,0.0,NaN,NaN,NaN
-30.0,-40.0,0.0,NaN,NaN,NaN
-20.0,-40.0,0.0,NaN,NaN,NaN
-10.0,-40.0,0.0,NaN,NaN,NaN
0.0,-40.0,0.0,NaN,NaN,NaN
10.0,-40.0,0.0,NaN,NaN,NaN
20.0,-40.0,0.0,NaN,NaN,NaN
30.0,-40.0,0.0,NaN,NaN,NaN
40.0,-40.0,0.0,NaN,NaN,NaN
50.0,-40.0,0.0,NaN,NaN,NaN
60.0,-40.0,0.0,NaN,NaN,NaN
70.0,-40.0,0.0,NaN,NaN,NaN
80.0,-40.0,0.0,NaN,NaN,NaN
90.0,-40.0,0.0,NaN,NaN,NaN
100.0,-40.0,0.0,NaN,NaN,NaN
110.0,-40.0,0.0,NaN,NaN,NaN
120.0,-40.0,0.0,NaN,NaN,NaN
130.0,-40.0,0.0,NaN,NaN,NaN
140.0,-40.0,0.0,NaN,NaN,NaN
150.0,-40.0,0.0,NaN,NaN,NaN
160.0,-40.0,0.0,NaN,NaN,NaN
170.0,-40.0,0.0,NaN,NaN,NaN
180.0,-40.0,0.0,NaN,NaN,NaN
190.0,-40.0,0.0,NaN,NaN,NaN
200.0,-40.0,0.0,NaN,NaN,NaN
-200.0,-30.0,0.0,NaN,NaN,NaN
-190.0,-30.0,0.0,NaN,NaN,NaN
-180.0,-30.0,0.0,NaN,NaN,NaN
-170.0,-30.0,0.0,NaN,NaN,NaN
-160.0,-30.0,0.0,NaN,NaN,NaN
-150.0,-30.0,0.0,NaN,NaN,NaN
-140.0,-30.0,0.0,NaN,NaN,NaN
-130.0,-30.0,0.0,NaN,NaN,NaN
-120.0,-30.0,0.0,NaN,NaN,NaN
-110.0,-30.0,0.0,NaN,NaN,NaN
-100.0,-30.0,0.0,NaN,NaN,NaN
-90.0,-30.0,0.0,NaN,NaN,NaN
-80.0,-30.0,0.0,NaN,NaN,NaN
-70.0,-30.0,0.0,NaN,NaN,NaN
-60.0,-30.0,0.0,NaN,NaN,NaN
-50.0,-30.0,0.0,NaN,NaN,NaN
-40.0,-30.0,0.0,NaN,NaN,NaN
-30.0,-30.0,0.0,NaN,NaN,NaN
-20.0,-30.0,0.0,NaN,NaN,NaN
-10.0,-30.0,0.0,NaN,NaN,NaN
0.0,-30.0,0.0,NaN,NaN,NaN
10.0,-30.0,0.0,NaN,NaN,NaN
20.0,-30.0,0.0,NaN,NaN,NaN
30.0,-30.0,0.0,NaN,NaN,NaN
40.0,-30.0,0.0,NaN,NaN,NaN
50.0,-30.0,0.0,NaN,NaN,NaN
60.0,-30.0,0.0,NaN,NaN,NaN
70.0,-30.0,0.0,NaN,NaN,NaN
80.0,-30.0,0.0,NaN,NaN,NaN
90.0,-30.0,0.0,NaN,NaN,NaN
100.0,-30.0,0.0,NaN,NaN,NaN
110.0,-30.0,0.0,NaN,NaN,NaN
120.0,-30.0,0.0,NaN,NaN,NaN
130.0,-30.0,0.0,NaN,NaN,NaN
140.0,-30.0,0.0,NaN,NaN,NaN
150.0,-30.0,0.0,NaN,NaN,NaN
160.0,-30.0,0.0,NaN,NaN,NaN
170.0,-30.0,0.0,NaN,NaN,NaN
180.0,-30.0,0.0,NaN,NaN,NaN
190.0,-30.0,0.0,NaN,NaN,NaN
200.0,-30.0,0.0,NaN,NaN,NaN
-200.0,-20.0,0.0,NaN,NaN,NaN
-190.0,-20.0,0.0,NaN,NaN,NaN
-180.0,-20.0,0.0,NaN,NaN,NaN
-170.0,-20.0,0.0,NaN,NaN,NaN
-160.0,-20.0,0.0,NaN,NaN,NaN
-150.0,-20.0,0.0,NaN,NaN,NaN
-140.0,-20.0,0.0,NaN,NaN,NaN
-130.0,-20.0,0.0,NaN,NaN,NaN
-120.0,-20.0,0.0,NaN,NaN,NaN
-110.0,-20.0,0.0,NaN,NaN,NaN
-100.0,-20.0,0.0,NaN,NaN,NaN
-90.0,-20.0,0.0,NaN,NaN,NaN
-80.0,-20.0,0.0,NaN,NaN,NaN
-70.0,-20.0,0.0,NaN,NaN,NaN
-60.0,-20.0,0.0,NaN,NaN,NaN
-50.0,-20.0,0.0,NaN,NaN,NaN
-40.0,-20.0,0.0,NaN,NaN,NaN
-30.0,-20.0,0.0,NaN,NaN,NaN
-20.0,-20.0,0.0,NaN,NaN,NaN
-10.0,-20.0,0.0,NaN,NaN,NaN
0.0,-20.0,0.0,NaN,NaN,NaN
10.0,-20.0,0.0,NaN,NaN,NaN
20.0,-20.0,0.0,NaN,NaN,NaN
30.0,-20.0,0.0,NaN,NaN,NaN
40.0,-20.0,0.0,NaN,NaN,NaN
50.0,-20.0,0.0,NaN,NaN,NaN
60.0,-20.0,0.0,NaN,NaN,NaN
70.0,-20.0,0.0,NaN,NaN,NaN
80.0,-20.0,0.0,NaN,NaN,NaN
90.0,-20.0,0.0,NaN,NaN,NaN
100.0,-20.0,0.0,NaN,NaN,NaN
110.0,-20.0,0.0,NaN,NaN,NaN
120.0,-20.0,0.0,NaN,NaN,NaN
130.0,-20.0,0.0,NaN,NaN,NaN
140.0,-20.0,0.0,NaN,NaN,NaN
150.0,-20.0,0.0,NaN,NaN,NaN
160.0,-20.0,0.0,NaN,NaN,NaN
170.0,-20.0,0.0,NaN,NaN,NaN
180.0,-20.0,0.0,NaN,NaN,NaN
190.0,-20.0,0.0,NaN,NaN,NaN
200.0,-20.0,0.0,NaN,NaN,NaN
-200.0,-10.0,0.0,NaN,NaN,NaN
-190.0,-10.0,0.0,NaN,NaN,NaN
-180.0,-10.0,0.0,NaN,NaN,NaN
-170.0,-10.0,0.0,NaN,NaN,NaN
-160.0,-10.0,0.0,NaN,NaN,NaN
-150.0,-10.0,0.0,NaN,NaN,NaN
-140.0,-10.0,0.0,NaN,NaN,NaN
-130.0,-10.0,0.0,NaN,NaN,NaN
-120.0,-10.0,0.0,NaN,NaN,NaN
-110.0,-10.0,0.0,NaN,NaN,NaN
-100.0,-10.0,0.0,NaN,NaN,NaN
-90.0,-10.0,0.0,NaN,NaN,NaN
-80.0,-10.0,0.0,NaN,NaN,NaN
-70.0,-10.0,0.0,NaN,NaN,NaN
-60.0,-10.0,0.0,NaN,NaN,NaN
-50.0,-10.0,0.0,NaN,NaN,NaN
-40.0,-10.0,0.0,NaN,NaN,NaN
-30.0,-10.0,0.0,NaN,NaN,NaN
-20.0,-10.0,0.0,NaN,NaN,NaN
-10.0,-10.0,0.0,NaN,NaN,NaN
0.0,-10.0,5.51281135191511e-257,-10364.435929095429,-10342.6387708173,-21.797116315032493
10.0,-10.0,0.0,NaN,NaN,NaN
20.0,-10.0,0.0,NaN,NaN,NaN
30.0,-10.0,0.0,NaN,NaN,NaN
40.0,-10.0,0.0,NaN,NaN,NaN
50.0,-10.0,0.0,NaN,NaN,NaN
60.0,-10.0,0.0,NaN,NaN,NaN
70.0,-10.0,0.0,NaN,NaN,NaN
80.0,-10.0,0.0,NaN,NaN,NaN
90.0,-10.0,0.0,NaN,NaN,NaN
100.0,-10.0,0.0,NaN,NaN,NaN
110.0,-10.0,0.0,NaN,NaN,NaN
120.0,-10.0,0.0,NaN,NaN,NaN
130.0,-10.0,0.0,NaN,NaN,NaN
140.0,-10.0,0.0,NaN,NaN,NaN
150.0,-10.0,0.0,NaN,NaN,NaN
160.0,-10.0,0.0,NaN,NaN,NaN
170.0,-10.0,0.0,NaN,NaN,NaN
180.0,-10.0,0.0,NaN,NaN,NaN
190.0,-10.0,0.0,NaN,NaN,NaN
200.0,-10.0,0.0,NaN,NaN,NaN
-200.0,0.0,0.0,NaN,NaN,NaN
-190.0,0.0,0.0,NaN,NaN,NaN
-180.0,0.0,0.0,NaN,NaN,NaN
-170.0,0.0,0.0,NaN,NaN,NaN
-160.0,0.0,0.0,NaN,NaN,NaN
-150.0,0.0,0.0,NaN,NaN,NaN
-140.0,0.0,0.0,NaN,NaN,NaN
-130.0,0.0,0.0,NaN,NaN,NaN
-120.0,0.0,0.0,NaN,NaN,NaN
-110.0,0.0,0.0,NaN,NaN,NaN
-100.0,0.0,0.0,NaN,NaN,NaN
-90.0,0.0,0.0,NaN,NaN,NaN
-80.0,0.0,0.0,NaN,NaN,NaN
-70.0,0.0,0.0,NaN,NaN,NaN
-60.0,0.0,0.0,NaN,NaN,NaN
-50.0,0.0,0.0,NaN,NaN,NaN
-40.0,0.0,0.0,NaN,NaN,NaN
-30.0,0.0,0.0,NaN,NaN,NaN
-20.0,0.0,0.0,NaN,NaN,NaN
-10.0,0.0,5.51281135191511e-257,-10102.057798964323,-10081.728583902215,-20.329215837592553
0.0,0.0,5.877047433134256e-10,-10290.859052069607,-10269.07570421868,-21.783296764060324
10.0,0.0,1.503107305171083e-219,-10434.419656963075,-10413.22976476681,-21.18987871937943
20.0,0.0,0.0,NaN,NaN,NaN
30.0,0.0,0.0,NaN,NaN,NaN
40.0,0.0,0.0,NaN,NaN,NaN
50.0,0.0,0.0,NaN,NaN,NaN
60.0,0.0,0.0,NaN,NaN,NaN
70.0,0.0,0.0,NaN,NaN,NaN
80.0,0.0,0.0,NaN,NaN,NaN
90.0,0.0,0.0,NaN,NaN,NaN
100.0,0.0,0.0,NaN,NaN,NaN
110.0,0.0,0.0,NaN,NaN,NaN
120.0,0.0,0.0,NaN,NaN,NaN
130.0,0.0,0.0,NaN,NaN,NaN
140.0,0.0,0.0,NaN,NaN,NaN
150.0,0.0,0.0,NaN,NaN,NaN
160.0,0.0,0.0,NaN,NaN,NaN
170.0,0.0,0.0,NaN,NaN,NaN
180.0,0.0,0.0,NaN,NaN,NaN
190.0,0.0,0.0,NaN,NaN,NaN
200.0,0.0,0.0,NaN,NaN,NaN
-200.0,10.0,0.0,NaN,NaN,NaN
-190.0,10.0,0.0,NaN,NaN,NaN
-180.0,10.0,0.0,NaN,NaN,NaN
-170.0,10.0,0.0,NaN,NaN,NaN
-160.0,10.0,0.0,NaN,NaN,NaN
-150.0,10.0,0.0,NaN,NaN,NaN
-140.0,10.0,0.0,NaN,NaN,NaN
-130.0,10.0,0.0,NaN,NaN,NaN
-120.0,10.0,0.0,NaN,NaN,NaN
-110.0,10.0,0.0,NaN,NaN,NaN
-100.0,10.0,0.0,NaN,NaN,NaN
-90.0,10.0,0.0,NaN,NaN,NaN
-80.0,10.0,0.0,NaN,NaN,NaN
-70.0,10.0,0.0,NaN,NaN,NaN
-60.0,10.0,0.0,NaN,NaN,NaN
-50.0,10.0,0.0,NaN,NaN,NaN
-40.0,10.0,0.0,NaN,NaN,NaN
-30.0,10.0,0.0,NaN,NaN,NaN
-20.0,10.0,0.0,NaN,NaN,NaN
-10.0,10.0,0.0,NaN,NaN,NaN
0.0,10.0,1.014110365632481e-56,-10200.495098388903,-10179.408086975836,-21.086979659593435
10.0,10.0,8.074549784660897e-69,-10366.245329993166,-10344.443114315927,-21.802176652498456
20.0,10.0,0.0,NaN,NaN,NaN
30.0,10.0,0.0,NaN,NaN,NaN
40.0,10.0,0.0,NaN,NaN,NaN
50.0,10.0,0.0,NaN,NaN,NaN
60.0,10.0,0.0,NaN,NaN,NaN
70.0,10.0,0.0,NaN,NaN,NaN
80.0,10.0,0.0,NaN,NaN,NaN
90.0,10.0,0.0,NaN,NaN,NaN
100.0,10.0,0.0,NaN,NaN,NaN
110.0,10.0,0.0,NaN,NaN,NaN
120.0,10.0,0.0,NaN,NaN,NaN
130.0,10.0,0.0,NaN,NaN,NaN
140.0,10.0,0.0,NaN,NaN,NaN
150.0,10.0,0.0,NaN,NaN,NaN
160.0,10.0,0.0,NaN,NaN,NaN
170.0,10.0,0.0,NaN,NaN,NaN
180.0,10.0,0.0,NaN,NaN,NaN
190.0,10.0,0.0,NaN,NaN,NaN
200.0,10.0,0.0,NaN,NaN,NaN
-200.0,20.0,0.0,NaN,NaN,NaN
-190.0,20.0,0.0,NaN,NaN,NaN
-180.0,20.0,0.0,NaN,NaN,NaN
-170.0,20.0,0.0,NaN,NaN,NaN
-160.0,20.0,0.0,NaN,NaN,NaN
-150.0,20.0,0.0,NaN,NaN,NaN
-140.0,20.0,0.0,NaN,NaN,NaN
-130.0,20.0,0.0,NaN,NaN,NaN
-120.0,20.0,0.0,NaN,NaN,NaN
-110.0,20.0,0.0,NaN,NaN,NaN
-100.0,20.0,0.0,NaN,NaN,NaN
-90.0,20.0,0.0,NaN,NaN,NaN
-80.0,20.0,0.0,NaN,NaN,NaN
-70.0,20.0,0.0,NaN,NaN,NaN
-60.0,20.0,0.0,NaN,NaN,NaN
-50.0,20.0,0.0,NaN,NaN,NaN
-40.0,20.0,0.0,NaN,NaN,NaN
-30.0,20.0,0.0,NaN,NaN,NaN
-20.0,20.0,0.0,NaN,NaN,NaN
-10.0,20.0,0.0,NaN,NaN,NaN
0.0,20.0,5.931330581432715e-185,-10093.696485115692,-10073.841671611019,-19.85481793324101
10.0,20.0,7.473593708916415e-12,-10294.509154187594,-10272.667131422555,-21.84197307453287
20.0,20.0,2.9011475437109647e-282,-10448.505769624662,-10427.272161745386,-21.233610698346098
30.0,20.0,0.0,NaN,NaN,NaN
40.0,20.0,0.0,NaN,NaN,NaN
50.0,20.0,0.0,NaN,NaN,NaN
60.0,20.0,0.0,NaN,NaN,NaN
70.0,20.0,0.0,NaN,NaN,NaN
80.0,20.0,0.0,NaN,NaN,NaN
90.0,20.0,0.0,NaN,NaN,NaN
100.0,20.0,0.0,NaN,NaN,NaN
110.0,20.0,0.0,NaN,NaN,NaN
120.0,20.0,0.0,NaN,NaN,NaN
130.0,20.0,0.0,NaN,NaN,NaN
140.0,20.0,0.0,NaN,NaN,NaN
150.0,20.0,0.0,NaN,NaN,NaN
160.0,20.0,0.0,NaN,NaN,NaN
170.0,20.0,0.0,NaN,NaN,NaN
180.0,20.0,0.0,NaN,NaN,NaN
190.0,20.0,0.0,NaN,NaN,NaN
200.0,20.0,0.0,NaN,NaN,NaN
-200.0,30.0,0.0,NaN,NaN,NaN
-190.0,30.0,0.0,NaN,NaN,NaN
-180.0,30.0,0.0,NaN,NaN,NaN
-170.0,30.0,0.0,NaN,NaN,NaN
-160.0,30.0,0.0,NaN,NaN,NaN
-150.0,30.0,0.0,NaN,NaN,NaN
-140.0,30.0,0.0,NaN,NaN,NaN
-130.0,30.0,0.0,NaN,NaN,NaN
-120.0,30.0,0.0,NaN,NaN,NaN
-110.0,30.0,0.0,NaN,NaN,NaN
-100.0,30.0,0.0,NaN,NaN,NaN
-90.0,30.0,0.0,NaN,NaN,NaN
-80.0,30.0,0.0,NaN,NaN,NaN
-70.0,30.0,0.0,NaN,NaN,NaN
-60.0,30.0,0.0,NaN,NaN,NaN
-50.0,30.0,0.0,NaN,NaN,NaN
-40.0,30.0,0.0,NaN,NaN,NaN
-30.0,30.0,0.0,NaN,NaN,NaN
-20.0,30.0,0.0,NaN,NaN,NaN
-10.0,30.0,0.0,NaN,NaN,NaN
0.0,30.0,0.0,NaN,NaN,NaN
10.0,30.0,3.003212744684611e-29,-10209.12745616221,-10188.173848609076,-20.953572355758908
20.0,30.0,3.066214920574735e-131,-10381.920069836513,-10359.972717815028,-21.94732391544417
30.0,30.0,0.0,NaN,NaN,NaN
40.0,30.0,0.0,NaN,NaN,NaN
50.0,30.0,0.0,NaN,NaN,NaN
60.0,30.0,0.0,NaN,NaN,NaN
70.0,30.0,0.0,NaN,NaN,NaN
80.0,30.0,0.0,NaN,NaN,NaN
90.0,30.0,0.0,NaN,NaN,NaN
100.0,30.0,0.0,NaN,NaN,NaN
110.0,30.0,0.0,NaN,NaN,NaN
120.0,30.0,0.0,NaN,NaN,NaN
130.0,30.0,0.0,NaN,NaN,NaN
140.0,30.0,0.0,NaN,NaN,NaN
150.0,30.0,0.0,NaN,NaN,NaN
160.0,30.0,0.0,NaN,NaN,NaN
170.0,30.0,0.0,NaN,NaN,NaN
180.0,30.0,0.0,NaN,NaN,NaN
190.0,30.0,0.0,NaN,NaN,NaN
200.0,30.0,0.0,NaN,NaN,NaN
-200.0,40.0,0.0,NaN,NaN,NaN
-190.0,40.0,0.0,NaN,NaN,NaN
-180.0,40.0,0.0,NaN,NaN,NaN
-170.0,40.0,0.0,NaN,NaN,NaN
-160.0,40.0,0.0,NaN,NaN,NaN
-150.0,40.0,0.0,NaN,NaN,NaN
-140.0,40.0,0.0,NaN,NaN,NaN
-130.0,40.0,0.0,NaN,NaN,NaN
-120.0,40.0,0.0,NaN,NaN,NaN
-110.0,40.0,0.0,NaN,NaN,NaN
-100.0,40.0,0.0,NaN,NaN,NaN
-90.0,40.0,0.0,NaN,NaN,NaN
-80.0,40.0,0.0,NaN,NaN,NaN
-70.0,40.0,0.0,NaN,NaN,NaN
-60.0,40.0,0.0,NaN,NaN,NaN
-50.0,40.0,0.0,NaN,NaN,NaN
-40.0,40.0,0.0,NaN,NaN,NaN
-30.0,40.0,0.0,NaN,NaN,NaN
-20.0,40.0,0.0,NaN,NaN,NaN
-10.0,40.0,0.0,NaN,NaN,NaN
0.0,40.0,0.0,NaN,NaN,NaN
10.0,40.0,1.0260365729282084e-103,-10106.515722725728,-10087.183805182025,-19.33191729782269
20.0,40.0,4.7201266147703284e-46,-10316.500919714412,-10294.256253194964,-22.244618191933405
30.0,40.0,0.0,NaN,NaN,NaN
40.0,40.0,0.0,NaN,NaN,NaN
50.0,40.0,0.0,NaN,NaN,NaN
60.0,40.0,0.0,NaN,NaN,NaN
70.0,40.0,0.0,NaN,NaN,NaN
80.0,40.0,0.0,NaN,NaN,NaN
90.0,40.0,0.0,NaN,NaN,NaN
100.0,40.0,0.0,NaN,NaN,NaN
110.0,40.0,0.0,NaN,NaN,NaN
120.0,40.0,0.0,NaN,NaN,NaN
130.0,40.0,0.0,NaN,NaN,NaN
140.0,40.0,0.0,NaN,NaN,NaN
150.0,40.0,0.0,NaN,NaN,NaN
160.0,40.0,0.0,NaN,NaN,NaN
170.0,40.0,0.0,NaN,NaN,NaN
180.0,40.0,0.0,NaN,NaN,NaN
190.0,40.0,0.0,NaN,NaN,NaN
200.0,40.0,0.0,NaN,NaN,NaN
-200.0,50.0,0.0,NaN,NaN,NaN
-190.0,50.0,0.0,NaN,NaN,NaN
-180.0,50.0,0.0,NaN,NaN,NaN
-170.0,50.0,0.0,NaN,NaN,NaN
-160.0,50.0,0.0,NaN,NaN,NaN
-150.0,50.0,0.0,NaN,NaN,NaN
-140.0,50.0,0.0,NaN,NaN,NaN
-130.0,50.0,0.0,NaN,NaN,NaN
-120.0,50.0,0.0,NaN,NaN,NaN
-110.0,50.0,0.0,NaN,NaN,NaN
-100.0,50.0,0.0,NaN,NaN,NaN
-90.0,50.0,0.0,NaN,NaN,NaN
-80.0,50.0,0.0,NaN,NaN,NaN
-70.0,50.0,0.0,NaN,NaN,NaN
-60.0,50.0,0.0,NaN,NaN,NaN
-50.0,50.0,0.0,NaN,NaN,NaN
-40.0,50.0,0.0,NaN,NaN,NaN
-30.0,50.0,0.0,NaN,NaN,NaN
-20.0,50.0,0.0,NaN,NaN,NaN
-10.0,50.0,0.0,NaN,NaN,NaN
0.0,50.0,0.0,NaN,NaN,NaN
10.0,50.0,1.3507138423853036e-227,-9983.34753120359,-9964.955795019727,-18.391752707880094
20.0,50.0,1.6419953464179608e-11,-10236.084827843295,-10214.658745956644,-21.4260408389227
30.0,50.0,6.463999183e-314,-10422.028104573164,-10400.04095761919,-21.9871515399808
40.0,50.0,0.0,NaN,NaN,NaN
50.0,50.0,0.0,NaN,NaN,NaN
60.0,50.0,0.0,NaN,NaN,NaN
70.0,50.0,0.0,NaN,NaN,NaN
80.0,50.0,0.0,NaN,NaN,NaN
90.0,50.0,0.0,NaN,NaN,NaN
100.0,50.0,0.0,NaN,NaN,NaN
110.0,50.0,0.0,NaN,NaN,NaN
120.0,50.0,0.0,NaN,NaN,NaN
130.0,50.0,0.0,NaN,NaN,NaN
140.0,50.0,0.0,NaN,NaN,NaN
150.0,50.0,0.0,NaN,NaN,NaN
160.0,50.0,0.0,NaN,NaN,NaN
170.0,50.0,0.0,NaN,NaN,NaN
180.0,50.0,0.0,NaN,NaN,NaN
190.0,50.0,0.0,NaN,NaN,NaN
200.0,50.0,0.0,NaN,NaN,NaN
-200.0,60.0,0.0,NaN,NaN,NaN
-190.0,60.0,0.0,NaN,NaN,NaN
-180.0,60.0,0.0,NaN,NaN,NaN
-170.0,60.0,0.0,NaN,NaN,NaN
-160.0,60.0,0.0,NaN,NaN,NaN
-150.0,60.0,0.0,NaN,NaN,NaN
-140.0,60.0,0.0,NaN,NaN,NaN
-130.0,60.0,0.0,NaN,NaN,NaN
-120.0,60.0,0.0,NaN,NaN,NaN
-110.0,60.0,0.0,NaN,NaN,NaN
-100.0,60.0,0.0,NaN,NaN,NaN
-90.0,60.0,0.0,NaN,NaN,NaN
-80.0,60.0,0.0,NaN,NaN,NaN
-70.0,60.0,0.0,NaN,NaN,NaN
-60.0,60.0,0.0,NaN,NaN,NaN
-50.0,60.0,0.0,NaN,NaN,NaN
-40.0,60.0,0.0,NaN,NaN,NaN
-30.0,60.0,0.0,NaN,NaN,NaN
-20.0,60.0,0.0,NaN,NaN,NaN
-10.0,60.0,0.0,NaN,NaN,NaN
0.0,60.0,0.0,NaN,NaN,NaN
10.0,60.0,0.0,NaN,NaN,NaN
20.0,60.0,7.956237887997071e-19,-10139.832783623739,-10119.68373245482,-20.149040011375643
